packages/native/npm/darwin-arm64         |  WARN  Unsupported platform: wanted: {"cpu":["arm64"],"os":["darwin"],"libc":["any"]} (current: {"os":"win32","cpu":"x64","libc":"unknown"})
packages/native/npm/darwin-x64           |  WARN  Unsupported platform: wanted: {"cpu":["x64"],"os":["darwin"],"libc":["any"]} (current: {"os":"win32","cpu":"x64","libc":"unknown"})
packages/native/npm/linux-arm64-gnu      |  WARN  Unsupported platform: wanted: {"cpu":["arm64"],"os":["linux"],"libc":["glibc"]} (current: {"os":"win32","cpu":"x64","libc":"unknown"})
packages/native/npm/linux-arm64-musl     |  WARN  Unsupported platform: wanted: {"cpu":["arm64"],"os":["linux"],"libc":["musl"]} (current: {"os":"win32","cpu":"x64","libc":"unknown"})
packages/native/npm/linux-x64-gnu        |  WARN  Unsupported platform: wanted: {"cpu":["x64"],"os":["linux"],"libc":["glibc"]} (current: {"os":"win32","cpu":"x64","libc":"unknown"})
packages/native/npm/linux-x64-musl       |  WARN  Unsupported platform: wanted: {"cpu":["x64"],"os":["linux"],"libc":["musl"]} (current: {"os":"win32","cpu":"x64","libc":"unknown"})
packages/verter-tsc/npm/darwin-arm64     |  WARN  Unsupported platform: wanted: {"cpu":["arm64"],"os":["darwin"],"libc":["any"]} (current: {"os":"win32","cpu":"x64","libc":"unknown"})
packages/verter-tsc/npm/darwin-x64       |  WARN  Unsupported platform: wanted: {"cpu":["x64"],"os":["darwin"],"libc":["any"]} (current: {"os":"win32","cpu":"x64","libc":"unknown"})
packages/verter-tsc/npm/linux-x64-gnu    |  WARN  Unsupported platform: wanted: {"cpu":["x64"],"os":["linux"],"libc":["glibc"]} (current: {"os":"win32","cpu":"x64","libc":"unknown"})

> @verter/benchmark@0.0.1 bench:meta:ui D:\dev\personal\verter\packages\benchmark
> node --expose-gc --import tsx src/meta-ui-bench.ts "--" "--scenarios=repo_first_pass" "--hard-timeout-ms=60000"

Benchmarking 179 nuxt-ui components from edf9af6e03aeea31d1fb5b8a1b8f2aee7cbbcfa3.
[repeat 1] 12/179 src/runtime/components/Button.vue repo_first_pass outcome=success latency=495.99ms
[repeat 1] 13/179 src/runtime/components/Calendar.vue repo_first_pass outcome=success latency=611.42ms
[repeat 1] 14/179 src/runtime/components/Card.vue repo_first_pass outcome=success latency=112.97ms
[repeat 1] 15/179 src/runtime/components/Carousel.vue repo_first_pass outcome=success latency=541.20ms
[repeat 1] 16/179 src/runtime/components/ChangelogVersion.vue repo_first_pass outcome=success latency=307.66ms
[repeat 1] 17/179 src/runtime/components/ChangelogVersions.vue repo_first_pass outcome=success latency=1093.00ms
[repeat 1] 18/179 src/runtime/components/ChatMessage.vue repo_first_pass outcome=success latency=4811.40ms
[repeat 1] 19/179 src/runtime/components/ChatMessages.vue repo_first_pass outcome=success latency=717.81ms
[repeat 1] 20/179 src/runtime/components/ChatPalette.vue repo_first_pass outcome=success latency=185.85ms
[repeat 1] 21/179 src/runtime/components/ChatPrompt.vue repo_first_pass outcome=success latency=352.39ms
[repeat 1] 22/179 src/runtime/components/ChatPromptSubmit.vue repo_first_pass outcome=success latency=519.53ms
[repeat 1] 23/179 src/runtime/components/ChatReasoning.vue repo_first_pass outcome=success latency=344.56ms
[repeat 1] 24/179 src/runtime/components/ChatShimmer.vue repo_first_pass outcome=success latency=184.36ms
[repeat 1] 25/179 src/runtime/components/ChatTool.vue repo_first_pass outcome=success latency=225.84ms
[repeat 1] 26/179 src/runtime/components/Checkbox.vue repo_first_pass outcome=success latency=475.98ms
[repeat 1] 27/179 src/runtime/components/CheckboxGroup.vue repo_first_pass outcome=success latency=474.11ms
[repeat 1] 28/179 src/runtime/components/Chip.vue repo_first_pass outcome=success latency=232.19ms
[repeat 1] 29/179 src/runtime/components/Collapsible.vue repo_first_pass outcome=success latency=223.83ms
[repeat 1] 30/179 src/runtime/components/color-mode/ColorModeAvatar.vue repo_first_pass outcome=success latency=109.61ms
[repeat 1] 31/179 src/runtime/components/color-mode/ColorModeButton.vue repo_first_pass outcome=success latency=198.28ms
[repeat 1] 32/179 src/runtime/components/color-mode/ColorModeImage.vue repo_first_pass outcome=success latency=145.29ms
[repeat 1] 33/179 src/runtime/components/color-mode/ColorModeSelect.vue repo_first_pass outcome=success latency=145.29ms
[repeat 1] 34/179 src/runtime/components/color-mode/ColorModeSwitch.vue repo_first_pass outcome=success latency=151.97ms
[repeat 1] 35/179 src/runtime/components/ColorPicker.vue repo_first_pass outcome=success latency=236.91ms
[repeat 1] 36/179 src/runtime/components/CommandPalette.vue repo_first_pass outcome=success latency=1349.74ms
[repeat 1] 37/179 src/runtime/components/Container.vue repo_first_pass outcome=success latency=175.92ms
[repeat 1] 38/179 src/runtime/components/content/ContentNavigation.vue repo_first_pass outcome=success latency=527.55ms
[repeat 1] 39/179 src/runtime/components/content/ContentSearch.vue repo_first_pass outcome=success latency=738.93ms
[repeat 1] 40/179 src/runtime/components/content/ContentSearchButton.vue repo_first_pass outcome=success latency=376.59ms
[repeat 1] 41/179 src/runtime/components/content/ContentSurround.vue repo_first_pass outcome=success latency=308.67ms
[repeat 1] 42/179 src/runtime/components/content/ContentToc.vue repo_first_pass outcome=success latency=450.57ms
[repeat 1] 43/179 src/runtime/components/ContextMenu.vue repo_first_pass outcome=success latency=664.02ms
[repeat 1] 44/179 src/runtime/components/ContextMenuContent.vue repo_first_pass outcome=success latency=588.58ms
[repeat 1] 45/179 src/runtime/components/DashboardGroup.vue repo_first_pass outcome=success latency=257.16ms
[repeat 1] 46/179 src/runtime/components/DashboardNavbar.vue repo_first_pass outcome=success latency=303.53ms
[repeat 1] 47/179 src/runtime/components/DashboardPanel.vue repo_first_pass outcome=success latency=253.01ms
[repeat 1] 48/179 src/runtime/components/DashboardResizeHandle.vue repo_first_pass outcome=success latency=188.76ms
[repeat 1] 49/179 src/runtime/components/DashboardSearch.vue repo_first_pass outcome=success latency=674.10ms
[repeat 1] 50/179 src/runtime/components/DashboardSearchButton.vue repo_first_pass outcome=success latency=367.23ms
[repeat 1] 51/179 src/runtime/components/DashboardSidebar.vue repo_first_pass outcome=success latency=437.78ms
[repeat 1] 52/179 src/runtime/components/DashboardSidebarCollapse.vue repo_first_pass outcome=success latency=822.96ms
[repeat 1] 53/179 src/runtime/components/DashboardSidebarToggle.vue repo_first_pass outcome=success latency=297.23ms
[repeat 1] 54/179 src/runtime/components/DashboardToolbar.vue repo_first_pass outcome=success latency=197.07ms
[repeat 1] 55/179 src/runtime/components/Drawer.vue repo_first_pass outcome=success latency=471.57ms
[repeat 1] 56/179 src/runtime/components/DropdownMenu.vue repo_first_pass outcome=success latency=731.76ms
[repeat 1] 57/179 src/runtime/components/DropdownMenuContent.vue repo_first_pass outcome=success latency=594.87ms
[repeat 1] 58/179 src/runtime/components/Editor.vue repo_first_pass outcome=success latency=573.58ms
[repeat 1] 59/179 src/runtime/components/EditorDragHandle.vue repo_first_pass outcome=success latency=465.22ms
[repeat 1] 60/179 src/runtime/components/EditorEmojiMenu.vue repo_first_pass outcome=success latency=216.28ms
[repeat 1] 61/179 src/runtime/components/EditorMentionMenu.vue repo_first_pass outcome=success latency=247.88ms
[repeat 1] 62/179 src/runtime/components/EditorSuggestionMenu.vue repo_first_pass outcome=success latency=303.74ms
[repeat 1] 63/179 src/runtime/components/EditorToolbar.vue repo_first_pass outcome=success latency=456.06ms
[repeat 1] 64/179 src/runtime/components/Empty.vue repo_first_pass outcome=success latency=271.98ms
[repeat 1] 65/179 src/runtime/components/Error.vue repo_first_pass outcome=success latency=269.91ms
[repeat 1] 66/179 src/runtime/components/FieldGroup.vue repo_first_pass outcome=success latency=238.33ms
[repeat 1] 67/179 src/runtime/components/FileUpload.vue repo_first_pass outcome=success latency=839.67ms
[repeat 1] 68/179 src/runtime/components/Footer.vue repo_first_pass outcome=success latency=210.18ms
[repeat 1] 69/179 src/runtime/components/FooterColumns.vue repo_first_pass outcome=success latency=310.43ms
[repeat 1] 70/179 src/runtime/components/Form.vue repo_first_pass outcome=success latency=423.21ms
[repeat 1] 71/179 src/runtime/components/FormField.vue repo_first_pass outcome=success latency=296.36ms
[repeat 1] 72/179 src/runtime/components/Header.vue repo_first_pass outcome=success latency=392.01ms
[repeat 1] 73/179 src/runtime/components/Icon.vue repo_first_pass outcome=success latency=119.60ms
[repeat 1] 74/179 src/runtime/components/Input.vue repo_first_pass outcome=success latency=628.98ms
[repeat 1] 75/179 src/runtime/components/InputDate.vue repo_first_pass outcome=success latency=822.89ms
[repeat 1] 76/179 src/runtime/components/InputMenu.vue repo_first_pass outcome=success latency=2265.32ms
[repeat 1] 77/179 src/runtime/components/InputNumber.vue repo_first_pass outcome=success latency=666.03ms
[repeat 1] 78/179 src/runtime/components/InputTags.vue repo_first_pass outcome=success latency=650.11ms
[repeat 1] 79/179 src/runtime/components/InputTime.vue repo_first_pass outcome=success latency=781.53ms
[repeat 1] 80/179 src/runtime/components/Kbd.vue repo_first_pass outcome=success latency=256.94ms
[repeat 1] 81/179 src/runtime/components/Link.vue repo_first_pass outcome=success latency=281.31ms
[repeat 1] 82/179 src/runtime/components/LinkBase.vue repo_first_pass outcome=success latency=154.44ms
[repeat 1] 83/179 src/runtime/components/Listbox.vue repo_first_pass outcome=success latency=1098.92ms
[repeat 1] 84/179 src/runtime/components/locale/LocaleSelect.vue repo_first_pass outcome=success latency=175.44ms
[repeat 1] 85/179 src/runtime/components/Main.vue repo_first_pass outcome=success latency=201.24ms
[repeat 1] 86/179 src/runtime/components/Marquee.vue repo_first_pass outcome=success latency=223.61ms
[repeat 1] 87/179 src/runtime/components/Modal.vue repo_first_pass outcome=success latency=533.23ms
[repeat 1] 88/179 src/runtime/components/NavigationMenu.vue repo_first_pass outcome=success latency=1314.23ms
[repeat 1] 89/179 src/runtime/components/OverlayProvider.vue repo_first_pass outcome=success latency=143.61ms
[repeat 1] 90/179 src/runtime/components/Page.vue repo_first_pass outcome=success latency=228.40ms
[repeat 1] 91/179 src/runtime/components/PageAnchors.vue repo_first_pass outcome=success latency=311.63ms
[repeat 1] 92/179 src/runtime/components/PageAside.vue repo_first_pass outcome=success latency=217.08ms
[repeat 1] 93/179 src/runtime/components/PageBody.vue repo_first_pass outcome=success latency=208.84ms
[repeat 1] 94/179 src/runtime/components/PageCard.vue repo_first_pass outcome=success latency=380.59ms
[repeat 1] 95/179 src/runtime/components/PageColumns.vue repo_first_pass outcome=success latency=208.13ms
[repeat 1] 96/179 src/runtime/components/PageCTA.vue repo_first_pass outcome=success latency=269.39ms
[repeat 1] 97/179 src/runtime/components/PageFeature.vue repo_first_pass outcome=success latency=326.63ms
[repeat 1] 98/179 src/runtime/components/PageGrid.vue repo_first_pass outcome=success latency=210.17ms
[repeat 1] 99/179 src/runtime/components/PageHeader.vue repo_first_pass outcome=success latency=259.34ms
[repeat 1] 100/179 src/runtime/components/PageHero.vue repo_first_pass outcome=success latency=267.71ms
[repeat 1] 101/179 src/runtime/components/PageLinks.vue repo_first_pass outcome=success latency=321.82ms
[repeat 1] 102/179 src/runtime/components/PageList.vue repo_first_pass outcome=success latency=217.08ms
[repeat 1] 103/179 src/runtime/components/PageLogos.vue repo_first_pass outcome=success latency=277.00ms
[repeat 1] 104/179 src/runtime/components/PageSection.vue repo_first_pass outcome=success latency=282.94ms
[repeat 1] 105/179 src/runtime/components/Pagination.vue repo_first_pass outcome=success latency=575.95ms
[repeat 1] 106/179 src/runtime/components/PinInput.vue repo_first_pass outcome=success latency=402.47ms
[repeat 1] 107/179 src/runtime/components/Popover.vue repo_first_pass outcome=success latency=532.15ms
[repeat 1] 108/179 src/runtime/components/PricingPlan.vue repo_first_pass outcome=success latency=321.07ms
[repeat 1] 109/179 src/runtime/components/PricingPlans.vue repo_first_pass outcome=success latency=287.30ms
[repeat 1] 110/179 src/runtime/components/PricingTable.vue repo_first_pass outcome=success latency=355.08ms
[repeat 1] 111/179 src/runtime/components/Progress.vue repo_first_pass outcome=success latency=372.29ms
[repeat 1] 112/179 src/runtime/components/prose/A.vue repo_first_pass outcome=success latency=431.51ms
[repeat 1] 113/179 src/runtime/components/prose/Accordion.vue repo_first_pass outcome=success latency=552.48ms
[repeat 1] 114/179 src/runtime/components/prose/AccordionItem.vue repo_first_pass outcome=success latency=202.02ms
[repeat 1] 115/179 src/runtime/components/prose/Badge.vue repo_first_pass outcome=success latency=449.87ms
[repeat 1] 116/179 src/runtime/components/prose/Blockquote.vue repo_first_pass outcome=success latency=212.74ms
[repeat 1] 117/179 src/runtime/components/prose/Callout.vue repo_first_pass outcome=success latency=268.54ms
[repeat 1] 118/179 src/runtime/components/prose/callout/Caution.vue repo_first_pass outcome=success latency=283.39ms
[repeat 1] 119/179 src/runtime/components/prose/callout/Note.vue repo_first_pass outcome=success latency=116.51ms
[repeat 1] 120/179 src/runtime/components/prose/callout/Tip.vue repo_first_pass outcome=success latency=114.06ms
[repeat 1] 121/179 src/runtime/components/prose/callout/Warning.vue repo_first_pass outcome=success latency=112.91ms
[repeat 1] 122/179 src/runtime/components/prose/Card.vue repo_first_pass outcome=success latency=258.19ms
[repeat 1] 123/179 src/runtime/components/prose/CardGroup.vue repo_first_pass outcome=success latency=217.95ms
[repeat 1] 124/179 src/runtime/components/prose/Code.vue repo_first_pass outcome=success latency=211.33ms
[repeat 1] 125/179 src/runtime/components/prose/CodeCollapse.vue repo_first_pass outcome=success latency=295.83ms
[repeat 1] 126/179 src/runtime/components/prose/CodeGroup.vue repo_first_pass outcome=success latency=258.46ms
[repeat 1] 127/179 src/runtime/components/prose/CodeIcon.vue repo_first_pass outcome=success latency=255.66ms
[repeat 1] 128/179 src/runtime/components/prose/CodePreview.vue repo_first_pass outcome=success latency=215.02ms
[repeat 1] 129/179 src/runtime/components/prose/CodeTree.vue repo_first_pass outcome=success latency=269.45ms
[repeat 1] 130/179 src/runtime/components/prose/Collapsible.vue repo_first_pass outcome=success latency=507.22ms
[repeat 1] 131/179 src/runtime/components/prose/Em.vue repo_first_pass outcome=success latency=223.63ms
[repeat 1] 132/179 src/runtime/components/prose/Field.vue repo_first_pass outcome=success latency=216.32ms
[repeat 1] 133/179 src/runtime/components/prose/FieldGroup.vue repo_first_pass outcome=success latency=220.72ms
[repeat 1] 134/179 src/runtime/components/prose/H1.vue repo_first_pass outcome=success latency=230.28ms
[repeat 1] 135/179 src/runtime/components/prose/H2.vue repo_first_pass outcome=success latency=220.53ms
[repeat 1] 136/179 src/runtime/components/prose/H3.vue repo_first_pass outcome=success latency=232.92ms
[repeat 1] 137/179 src/runtime/components/prose/H4.vue repo_first_pass outcome=success latency=223.13ms
[repeat 1] 138/179 src/runtime/components/prose/Hr.vue repo_first_pass outcome=success latency=234.52ms
[repeat 1] 139/179 src/runtime/components/prose/Icon.vue repo_first_pass outcome=success latency=280.49ms
[repeat 1] 140/179 src/runtime/components/prose/Img.vue repo_first_pass outcome=success latency=401.49ms
[repeat 1] 141/179 src/runtime/components/prose/Kbd.vue repo_first_pass outcome=success latency=417.10ms
[repeat 1] 142/179 src/runtime/components/prose/Li.vue repo_first_pass outcome=success latency=227.95ms
[repeat 1] 143/179 src/runtime/components/prose/Ol.vue repo_first_pass outcome=success latency=229.55ms
[repeat 1] 144/179 src/runtime/components/prose/P.vue repo_first_pass outcome=success latency=229.62ms
[repeat 1] 145/179 src/runtime/components/prose/Pre.vue repo_first_pass outcome=success latency=308.15ms
[repeat 1] 146/179 src/runtime/components/prose/Prompt.vue repo_first_pass outcome=success latency=347.48ms
[repeat 1] 147/179 src/runtime/components/prose/Script.vue repo_first_pass outcome=success latency=127.65ms
[repeat 1] 148/179 src/runtime/components/prose/Steps.vue repo_first_pass outcome=success latency=237.98ms
[repeat 1] 149/179 src/runtime/components/prose/Strong.vue repo_first_pass outcome=success latency=226.51ms
[repeat 1] 150/179 src/runtime/components/prose/Table.vue repo_first_pass outcome=success latency=222.22ms
[repeat 1] 151/179 src/runtime/components/prose/Tabs.vue repo_first_pass outcome=success latency=640.72ms
[repeat 1] 152/179 src/runtime/components/prose/TabsItem.vue repo_first_pass outcome=success latency=229.78ms
[repeat 1] 153/179 src/runtime/components/prose/Tbody.vue repo_first_pass outcome=success latency=229.72ms
[repeat 1] 154/179 src/runtime/components/prose/Td.vue repo_first_pass outcome=success latency=239.17ms
[repeat 1] 155/179 src/runtime/components/prose/Th.vue repo_first_pass outcome=success latency=235.15ms
[repeat 1] 156/179 src/runtime/components/prose/Thead.vue repo_first_pass outcome=success latency=226.80ms
[repeat 1] 157/179 src/runtime/components/prose/Tr.vue repo_first_pass outcome=success latency=239.43ms
[repeat 1] 158/179 src/runtime/components/prose/Ul.vue repo_first_pass outcome=success latency=235.86ms
[repeat 1] 159/179 src/runtime/components/RadioGroup.vue repo_first_pass outcome=success latency=728.34ms
[repeat 1] 160/179 src/runtime/components/ScrollArea.vue repo_first_pass outcome=success latency=370.41ms
[repeat 1] 161/179 src/runtime/components/Select.vue repo_first_pass outcome=success latency=2033.35ms
[repeat 1] 162/179 src/runtime/components/SelectMenu.vue repo_first_pass outcome=success latency=2468.02ms
[repeat 1] 163/179 src/runtime/components/Separator.vue repo_first_pass outcome=success latency=375.47ms
[repeat 1] 164/179 src/runtime/components/Sidebar.vue repo_first_pass outcome=success latency=576.09ms
[repeat 1] 165/179 src/runtime/components/Skeleton.vue repo_first_pass outcome=success latency=233.91ms
[repeat 1] 166/179 src/runtime/components/Slideover.vue repo_first_pass outcome=success latency=612.64ms
[repeat 1] 167/179 src/runtime/components/Slider.vue repo_first_pass outcome=success latency=444.23ms
[repeat 1] 168/179 src/runtime/components/Stepper.vue repo_first_pass outcome=success latency=655.85ms
[repeat 1] 169/179 src/runtime/components/Switch.vue repo_first_pass outcome=success latency=513.36ms
[repeat 1] 170/179 src/runtime/components/Table.vue repo_first_pass outcome=success latency=2706.74ms
[repeat 1] 171/179 src/runtime/components/Tabs.vue repo_first_pass outcome=success latency=625.11ms
[repeat 1] 172/179 src/runtime/components/Textarea.vue repo_first_pass outcome=success latency=655.48ms
[repeat 1] 173/179 src/runtime/components/Theme.vue repo_first_pass outcome=success latency=176.58ms
[repeat 1] 174/179 src/runtime/components/Timeline.vue repo_first_pass outcome=success latency=408.84ms
[repeat 1] 175/179 src/runtime/components/Toast.vue repo_first_pass outcome=success latency=638.33ms
[repeat 1] 176/179 src/runtime/components/Toaster.vue repo_first_pass outcome=success latency=410.33ms
[repeat 1] 177/179 src/runtime/components/Tooltip.vue repo_first_pass outcome=success latency=532.56ms
[repeat 1] 178/179 src/runtime/components/Tree.vue repo_first_pass outcome=success latency=781.52ms
[repeat 1] 179/179 src/runtime/components/User.vue repo_first_pass outcome=success latency=323.72ms
  steady p50=98019.90ms end-to-end p50=98506.40ms

